,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia
9472,22.0,34800.0,Aluguel,6.0,1,Pagamento de débitos,D,2000.0,16.89,1
9473,25.0,35000.0,Hipoteca,5.0,0,Melhora do lar,B,10000.0,11.99,0
9474,25.0,53000.0,Aluguel,6.0,1,Médico,C,3000.0,13.99,0
9475,22.0,75000.0,Hipoteca,6.0,0,Educativo,A,10600.0,5.79,0
9476,22.0,15000.0,Aluguel,3.0,0,Educativo,D,6000.0,14.59,1
9477,26.0,54000.0,Hipoteca,10.0,0,Médico,A,8500.0,5.42,1
9478,24.0,42000.0,Hipoteca,8.0,0,Pessoal,B,1000.0,11.49,0
9479,22.0,65004.0,Hipoteca,0.0,0,Educativo,C,13000.0,13.23,0
9480,26.0,125000.0,Própria,10.0,0,Médico,A,6000.0,5.42,0
9481,25.0,92000.0,Hipoteca,9.0,0,Médico,B,13000.0,11.26,0
9482,23.0,54000.0,Hipoteca,5.0,0,Pagamento de débitos,E,10000.0,16.45,1
9483,25.0,45600.0,Aluguel,2.0,0,Médico,A,4000.0,6.54,0
9484,24.0,70000.0,Hipoteca,2.0,0,Médico,C,10000.0,13.49,0
9485,21.0,13000.0,Aluguel,0.0,0,Pagamento de débitos,C,9250.0,12.53,1
9486,25.0,84000.0,Hipoteca,7.0,0,Médico,B,6500.0,10.99,0
9487,32.0,95000.0,Hipoteca,3.0,0,Pessoal,B,18000.0,11.11,0
9488,24.0,65000.0,Hipoteca,7.0,0,Pessoal,A,1525.0,5.42,0
9489,29.0,82438.0,Aluguel,14.0,0,Pessoal,B,3600.0,10.99,1
9490,29.0,240000.0,Hipoteca,10.0,0,Educativo,A,5000.0,7.88,0
9491,24.0,52000.0,Hipoteca,8.0,1,Educativo,C,12000.0,13.85,0
9492,23.0,49000.0,Hipoteca,7.0,0,Pessoal,G,15000.0,19.82,1
9493,24.0,43000.0,Hipoteca,2.0,0,Pagamento de débitos,B,3000.0,10.99,1
9494,23.0,50000.0,Aluguel,1.0,0,Empreendimento,B,25000.0,11.83,1
9495,38.0,28584.0,Aluguel,4.0,0,Educativo,C,5400.0,13.47,0
9496,27.0,40000.0,Aluguel,0.0,0,Empreendimento,B,8000.0,10.25,0
9497,25.0,55000.0,Aluguel,0.0,0,Educativo,B,6400.0,10.71,0
9498,22.0,50000.0,Hipoteca,6.0,0,Empreendimento,B,6000.0,12.69,0
9499,33.0,58800.0,Aluguel,10.0,0,Médico,B,3000.0,11.49,0
9500,23.0,30000.0,Hipoteca,8.0,0,Empreendimento,A,4375.0,6.62,0
9501,24.0,36000.0,Aluguel,2.0,0,Melhora do lar,D,2500.0,16.77,1
9502,25.0,49713.0,Hipoteca,7.0,0,Pagamento de débitos,B,12000.0,11.86,0
9503,23.0,42000.0,Hipoteca,3.0,1,Pagamento de débitos,C,1800.0,12.99,1
9504,28.0,75000.0,Hipoteca,12.0,1,Pagamento de débitos,C,15250.0,11.34,0
9505,41.0,27340.0,Aluguel,7.0,1,Pagamento de débitos,C,1500.0,12.99,0
9506,32.0,80000.0,Hipoteca,14.0,0,Pagamento de débitos,A,15350.0,8.49,0
9507,23.0,78000.0,Aluguel,3.0,0,Empreendimento,B,20000.0,11.58,0
9508,23.0,72000.0,Hipoteca,5.0,0,Pessoal,A,8700.0,6.76,0
9509,28.0,48876.0,Aluguel,5.0,0,Pessoal,D,3000.0,14.59,0
9510,32.0,65453.0,Aluguel,15.0,1,Médico,C,5000.0,11.28,1
9511,22.0,48000.0,Hipoteca,7.0,0,Educativo,B,6500.0,10.62,0
9512,22.0,56004.0,Própria,5.0,0,Educativo,C,12000.0,13.98,0
9513,27.0,149616.0,Própria,0.0,0,Médico,C,15000.0,11.03,0
9514,22.0,90000.0,Aluguel,4.0,1,Educativo,D,5000.0,14.96,0
9515,33.0,31000.0,Hipoteca,2.0,0,Pessoal,B,13000.0,10.74,1
9516,29.0,60000.0,Hipoteca,0.0,0,Pessoal,A,5000.0,6.03,0
9517,26.0,32500.0,Hipoteca,8.0,0,Médico,C,3000.0,13.22,0
9518,23.0,72000.0,Aluguel,0.0,0,Médico,A,7000.0,7.9,0
9519,25.0,127000.0,Hipoteca,9.0,0,Pessoal,B,6000.0,9.91,0
9520,48.0,50000.0,Aluguel,18.0,0,Melhora do lar,A,10000.0,9.63,0
9521,30.0,90000.0,Aluguel,14.0,0,Educativo,D,3600.0,14.91,0
9522,31.0,65000.0,Aluguel,8.0,0,Médico,B,7500.0,10.95,0
9523,30.0,52000.0,Aluguel,4.0,0,Pagamento de débitos,B,8000.0,11.11,0
9524,33.0,34400.0,Aluguel,0.0,0,Pessoal,B,1300.0,9.91,0
9525,24.0,72800.0,Hipoteca,8.0,0,Pessoal,C,11200.0,13.79,0
9526,30.0,12996.0,Aluguel,1.0,0,Pessoal,E,2000.0,17.19,1
9527,23.0,52000.0,Aluguel,5.0,0,Pessoal,D,4600.0,14.96,1
9528,29.0,118374.0,Hipoteca,13.0,0,Melhora do lar,C,3500.0,13.49,0
9529,22.0,34800.0,Aluguel,7.0,1,Pessoal,G,9600.0,19.16,1
9530,35.0,165000.0,Hipoteca,3.0,0,Pagamento de débitos,B,8000.0,11.49,0
9531,22.0,21996.0,Aluguel,0.0,0,Médico,B,2500.0,11.89,0
9532,24.0,54000.0,Aluguel,3.0,0,Médico,A,8000.0,8.07,0
9533,22.0,63000.0,Hipoteca,6.0,0,Médico,A,10800.0,5.99,0
9534,24.0,53004.0,Hipoteca,6.0,0,Empreendimento,B,21000.0,10.65,0
9535,22.0,47472.0,Hipoteca,6.0,0,Empreendimento,B,20000.0,11.83,0
9536,21.0,26400.0,Própria,3.0,0,Pagamento de débitos,D,3000.0,14.54,0
9537,26.0,79000.0,Aluguel,7.0,0,Melhora do lar,B,11500.0,11.99,0
9538,28.0,52300.0,Aluguel,1.0,0,Médico,A,10800.0,7.88,0
9539,29.0,50000.0,Aluguel,2.0,0,Pagamento de débitos,B,10000.0,11.26,0
9540,22.0,65000.0,Aluguel,2.0,0,Educativo,B,10000.0,9.88,0
9541,43.0,42000.0,Aluguel,4.0,1,Educativo,D,7000.0,14.96,0
9542,26.0,110000.0,Hipoteca,2.0,0,Melhora do lar,B,12000.0,10.74,0
9543,26.0,52000.0,Hipoteca,0.0,0,Educativo,B,3600.0,11.89,0
9544,26.0,60000.0,Hipoteca,5.0,0,Educativo,B,6000.0,11.83,0
9545,35.0,130000.0,Aluguel,11.0,0,Educativo,E,6600.0,17.93,0
9546,22.0,60000.0,Aluguel,5.0,0,Empreendimento,C,2100.0,13.43,0
9547,33.0,20000.0,Aluguel,5.0,1,Pessoal,C,4000.0,13.47,0
9548,45.0,125000.0,Hipoteca,0.0,0,Melhora do lar,A,12000.0,6.03,0
9549,27.0,130000.0,Própria,3.0,0,Médico,A,15000.0,6.03,0
9550,30.0,89000.0,Hipoteca,14.0,0,Empreendimento,A,4000.0,6.03,0
9551,28.0,63000.0,Hipoteca,3.0,0,Empreendimento,C,13500.0,13.23,0
9552,34.0,33600.0,Hipoteca,4.0,0,Educativo,B,6000.0,10.99,0
9553,37.0,54696.0,Aluguel,4.0,0,Pessoal,B,9600.0,9.99,0
9554,38.0,80000.0,Hipoteca,7.0,0,Melhora do lar,A,10000.0,7.29,0
9555,29.0,60000.0,Hipoteca,8.0,0,Pessoal,B,8000.0,10.51,0
9556,22.0,53000.0,Hipoteca,4.0,1,Pessoal,D,8000.0,16.07,0
9557,21.0,30000.0,Aluguel,2.0,1,Médico,D,5000.0,14.96,1
9558,24.0,105804.0,Hipoteca,8.0,0,Pessoal,A,15000.0,7.49,0
9559,36.0,408000.0,Hipoteca,12.0,0,Melhora do lar,A,35000.0,7.9,0
9560,26.0,225000.0,Hipoteca,2.0,0,Empreendimento,B,25000.0,10.08,0
9561,48.0,57996.0,Aluguel,2.0,1,Melhora do lar,C,7000.0,13.61,0
9562,25.0,39996.0,Aluguel,2.0,0,Empreendimento,B,10000.0,10.99,0
9563,23.0,78000.0,Aluguel,6.0,1,Empreendimento,C,14400.0,14.27,0
9564,23.0,105000.0,Hipoteca,7.0,0,Pagamento de débitos,B,12000.0,10.25,0
9565,22.0,66000.0,Aluguel,4.0,0,Educativo,B,6000.0,9.99,0
9566,23.0,65000.0,Aluguel,2.0,0,Educativo,A,8000.0,6.62,0
9567,29.0,30000.0,Aluguel,0.0,0,Pagamento de débitos,B,2000.0,10.75,0
9568,21.0,55530.0,Hipoteca,5.0,0,Educativo,A,3200.0,6.62,0
9569,24.0,65000.0,Hipoteca,2.0,1,Educativo,D,20000.0,14.09,0
9570,35.0,60000.0,Aluguel,7.0,0,Pessoal,B,10000.0,11.11,0
9571,31.0,60000.0,Aluguel,11.0,0,Educativo,B,15000.0,11.71,0
9572,46.0,114440.0,Hipoteca,0.0,0,Educativo,A,3000.0,8.59,0
9573,50.0,69996.0,Própria,19.0,0,Empreendimento,A,8000.0,9.32,0
9574,26.0,36000.0,Aluguel,3.0,0,Empreendimento,C,7800.0,14.27,0
9575,24.0,69400.0,Aluguel,8.0,0,Empreendimento,D,15000.0,13.24,0
9576,29.0,250000.0,Hipoteca,5.0,0,Pessoal,A,10000.0,7.49,0
9577,24.0,26085.0,Aluguel,2.0,1,Educativo,C,4800.0,13.35,0
9578,24.0,43200.0,Aluguel,8.0,1,Médico,C,7200.0,13.49,0
9579,37.0,55200.0,Aluguel,9.0,0,Médico,B,12000.0,11.71,0
9580,40.0,74004.0,Hipoteca,12.0,0,Educativo,A,7125.0,6.62,0
9581,24.0,33000.0,Aluguel,1.0,0,Médico,F,5000.0,21.36,1
9582,26.0,35960.0,Aluguel,10.0,0,Médico,B,8400.0,11.49,0
9583,39.0,68000.0,Aluguel,1.0,1,Educativo,C,5000.0,13.49,0
9584,23.0,57504.0,Hipoteca,1.0,0,Pagamento de débitos,A,9000.0,6.54,0
9585,40.0,86500.0,Hipoteca,2.0,0,Melhora do lar,B,10000.0,10.25,0
9586,36.0,25200.0,Aluguel,3.0,0,Médico,A,7200.0,7.29,0
9587,34.0,150000.0,Hipoteca,14.0,1,Empreendimento,E,25000.0,16.7,0
9588,22.0,34480.0,Aluguel,4.0,1,Empreendimento,D,1550.0,15.21,0
9589,34.0,54000.0,Hipoteca,5.0,0,Melhora do lar,A,27000.0,7.9,0
9590,24.0,46700.0,Aluguel,5.0,1,Educativo,D,8000.0,15.65,0
9591,30.0,240000.0,Hipoteca,8.0,1,Empreendimento,D,28000.0,16.49,0
9592,32.0,75000.0,Hipoteca,10.0,1,Empreendimento,E,20000.0,16.45,0
9593,23.0,44340.0,Própria,0.0,1,Empreendimento,C,3000.0,12.98,0
9594,43.0,36480.0,Aluguel,0.0,0,Pessoal,B,18000.0,11.71,1
9595,41.0,38200.0,Aluguel,4.0,1,Médico,E,8875.0,19.03,0
9596,22.0,30288.0,Hipoteca,2.0,0,Educativo,C,6000.0,12.73,0
9597,23.0,30000.0,Aluguel,0.0,0,Pessoal,B,1925.0,12.18,0
9598,23.0,64000.0,Aluguel,7.0,1,Educativo,D,10325.0,12.92,1
9599,27.0,37000.0,Própria,1.0,1,Empreendimento,D,16750.0,15.33,0
9600,28.0,44900.0,Aluguel,12.0,1,Médico,C,17500.0,14.35,1
9601,33.0,96000.0,Hipoteca,5.0,0,Médico,A,9000.0,7.49,0
9602,23.0,30000.0,Aluguel,3.0,0,Pessoal,B,10000.0,11.14,1
9603,23.0,35000.0,Hipoteca,7.0,0,Pagamento de débitos,B,12000.0,12.42,0
9604,45.0,24000.0,Hipoteca,0.0,0,Empreendimento,C,4000.0,13.49,0
9605,27.0,34000.0,Hipoteca,0.0,0,Pessoal,C,8000.0,13.35,0
9606,23.0,36000.0,Aluguel,1.0,0,Educativo,A,7000.0,7.9,0
9607,24.0,36000.0,Aluguel,2.0,0,Pagamento de débitos,D,5000.0,14.59,1
9608,29.0,71000.0,Aluguel,1.0,1,Pagamento de débitos,C,12000.0,13.16,0
9609,27.0,77200.0,Aluguel,0.0,0,Pagamento de débitos,B,5425.0,10.59,1
9610,24.0,50793.0,Aluguel,6.0,0,Pessoal,A,5000.0,6.62,0
9611,21.0,13200.0,Aluguel,2.0,0,Melhora do lar,A,4000.0,6.39,1
9612,30.0,27996.0,Aluguel,5.0,0,Pessoal,B,8000.0,10.99,0
9613,25.0,84000.0,Hipoteca,9.0,0,Médico,C,20000.0,15.27,0
9614,47.0,90000.0,Aluguel,1.0,1,Empreendimento,D,25000.0,15.65,1
9615,25.0,85000.0,Hipoteca,9.0,0,Empreendimento,C,7200.0,13.57,0
9616,26.0,50004.0,Própria,2.0,1,Melhora do lar,D,11000.0,13.87,0
9617,31.0,151000.0,Hipoteca,1.0,0,Melhora do lar,C,21000.0,11.97,0
9618,23.0,87550.0,Aluguel,7.0,0,Médico,A,18000.0,7.51,1
9619,26.0,26000.0,Aluguel,2.0,0,Pagamento de débitos,C,3825.0,14.27,0
9620,24.0,75000.0,Aluguel,4.0,0,Empreendimento,A,10000.0,6.62,0
9621,31.0,235000.0,Própria,5.0,0,Médico,D,11200.0,15.65,0
9622,24.0,85000.0,Hipoteca,8.0,0,Médico,B,25000.0,10.36,0
9623,26.0,50760.0,Aluguel,3.0,0,Pagamento de débitos,A,9000.0,8.94,0
9624,22.0,60000.0,Hipoteca,1.0,0,Educativo,A,4800.0,7.49,0
9625,36.0,45600.0,Hipoteca,6.0,0,Médico,C,10000.0,13.49,0
9626,27.0,65000.0,Aluguel,8.0,0,Educativo,A,8800.0,6.03,0
9627,42.0,22000.0,Aluguel,3.0,0,Pessoal,A,9000.0,7.66,1
9628,29.0,54912.0,Hipoteca,11.0,1,Pagamento de débitos,C,5500.0,12.53,0
9629,24.0,85500.0,Hipoteca,3.0,0,Melhora do lar,B,12000.0,11.49,0
9630,31.0,55680.0,Hipoteca,7.0,0,Empreendimento,C,4000.0,12.73,0
9631,25.0,79992.0,Hipoteca,9.0,0,Educativo,A,10000.0,6.03,0
9632,22.0,40800.0,Própria,6.0,1,Empreendimento,C,10000.0,12.61,0
9633,23.0,85000.0,Hipoteca,1.0,1,Empreendimento,C,21400.0,13.49,0
9634,22.0,34000.0,Aluguel,4.0,1,Médico,D,3800.0,18.25,1
9635,37.0,108000.0,Aluguel,16.0,0,Educativo,B,8000.0,10.46,1
9636,22.0,29000.0,Aluguel,6.0,0,Médico,A,10000.0,7.29,1
9637,25.0,45000.0,Aluguel,0.0,0,Médico,C,15000.0,13.48,1
9638,32.0,47000.0,Própria,8.0,0,Empreendimento,A,6000.0,8.9,0
9639,38.0,36500.0,Aluguel,3.0,0,Educativo,A,12000.0,7.51,1
9640,33.0,53000.0,Aluguel,6.0,0,Melhora do lar,C,6700.0,13.49,0
9641,33.0,72000.0,Aluguel,9.0,0,Pessoal,B,9000.0,11.14,0
9642,38.0,40000.0,Hipoteca,4.0,0,Pessoal,B,4000.0,12.21,0
9643,22.0,62900.0,Hipoteca,6.0,1,Médico,E,12000.0,16.35,1
9644,34.0,80000.0,Hipoteca,7.0,0,Educativo,B,19000.0,10.62,0
9645,24.0,30000.0,Aluguel,4.0,0,Pagamento de débitos,C,10000.0,11.66,1
9646,32.0,262000.0,Hipoteca,12.0,0,Médico,B,12800.0,9.91,0
9647,22.0,32000.0,Aluguel,0.0,0,Empreendimento,A,4000.0,5.42,0
9648,29.0,42000.0,Aluguel,5.0,0,Médico,B,3000.0,12.69,0
9649,32.0,52000.0,Hipoteca,3.0,1,Médico,C,10000.0,14.35,0
9650,25.0,32000.0,Aluguel,1.0,0,Pagamento de débitos,A,1500.0,7.29,0
9651,23.0,31200.0,Hipoteca,7.0,0,Pagamento de débitos,B,7550.0,9.99,0
9652,21.0,45000.0,Hipoteca,3.0,0,Médico,A,4500.0,7.14,0
9653,25.0,60000.0,Aluguel,9.0,1,Pessoal,D,6000.0,14.54,0
9654,30.0,30000.0,Aluguel,2.0,1,Pessoal,C,8000.0,13.22,0
9655,35.0,32000.0,Aluguel,19.0,0,Melhora do lar,A,8000.0,5.99,1
9656,28.0,125000.0,Hipoteca,8.0,0,Médico,B,8000.0,11.14,0
9657,24.0,132652.0,Hipoteca,8.0,0,Médico,A,28000.0,8.49,0
9658,27.0,46713.0,Hipoteca,3.0,0,Empreendimento,C,12375.0,10.91,0
9659,27.0,165000.0,Hipoteca,6.0,0,Melhora do lar,C,35000.0,12.99,0
9660,25.0,44000.0,Hipoteca,7.0,0,Educativo,B,7500.0,10.08,1
9661,21.0,23000.0,Aluguel,5.0,0,Educativo,B,6000.0,10.95,0
9662,23.0,60000.0,Aluguel,4.0,0,Pagamento de débitos,A,7000.0,6.03,0
9663,25.0,125000.0,Aluguel,9.0,0,Empreendimento,D,6500.0,14.61,0
9664,23.0,75000.0,Hipoteca,5.0,0,Empreendimento,A,12000.0,7.51,0
9665,25.0,45000.0,Hipoteca,3.0,0,Educativo,B,6000.0,11.83,0
9666,25.0,54996.0,Hipoteca,0.0,0,Melhora do lar,A,10000.0,8.94,0
9667,26.0,14040.0,Aluguel,1.0,0,Pagamento de débitos,B,4750.0,10.25,1
9668,25.0,50000.0,Aluguel,3.0,0,Empreendimento,D,16000.0,17.58,1
9669,22.0,115000.0,Hipoteca,6.0,0,Empreendimento,A,12000.0,5.99,0
9670,27.0,49000.0,Aluguel,3.0,0,Educativo,B,3000.0,11.71,1
9671,33.0,53000.0,Aluguel,2.0,0,Educativo,A,10000.0,8.94,0
9672,47.0,79500.0,Hipoteca,0.0,0,Médico,A,16000.0,7.51,0
9673,26.0,70000.0,Aluguel,0.0,0,Educativo,A,12000.0,5.99,0
9674,26.0,54000.0,Aluguel,2.0,0,Pessoal,C,6600.0,11.97,0
9675,23.0,149385.0,Própria,7.0,0,Empreendimento,A,7000.0,8.94,0
9676,23.0,43000.0,Hipoteca,3.0,0,Pagamento de débitos,A,9800.0,8.59,0
9677,31.0,100000.0,Hipoteca,15.0,0,Pessoal,A,19000.0,8.49,0
9678,33.0,62130.0,Aluguel,6.0,0,Melhora do lar,A,9050.0,7.29,0
9679,23.0,114600.0,Hipoteca,7.0,1,Pessoal,C,10000.0,13.06,0
9680,33.0,100000.0,Hipoteca,1.0,0,Melhora do lar,B,25000.0,10.39,0
9681,25.0,88000.0,Aluguel,0.0,0,Empreendimento,D,25000.0,14.96,1
9682,35.0,102000.0,Aluguel,3.0,0,Melhora do lar,C,20000.0,13.85,0
9683,22.0,55000.0,Hipoteca,6.0,1,Pessoal,C,3250.0,13.49,0
9684,28.0,41000.0,Aluguel,11.0,0,Pessoal,E,4000.0,18.64,1
9685,29.0,30000.0,Hipoteca,3.0,0,Melhora do lar,A,6000.0,5.79,0
9686,30.0,110925.0,Hipoteca,1.0,0,Médico,D,25000.0,15.33,1
9687,38.0,117400.0,Hipoteca,7.0,0,Pessoal,B,16000.0,10.75,0
9688,34.0,50000.0,Hipoteca,11.0,0,Empreendimento,A,4000.0,8.9,0
9689,34.0,113500.0,Própria,4.0,0,Melhora do lar,A,3000.0,6.39,0
9690,22.0,54000.0,Aluguel,4.0,0,Empreendimento,B,5600.0,9.63,0
9691,29.0,100000.0,Hipoteca,13.0,0,Médico,A,20000.0,6.54,0
9692,33.0,35000.0,Aluguel,2.0,1,Pagamento de débitos,C,10000.0,13.48,0
9693,23.0,67000.0,Hipoteca,2.0,0,Pagamento de débitos,A,5600.0,7.49,0
9694,32.0,38000.0,Própria,2.0,0,Empreendimento,C,4000.0,14.65,0
9695,25.0,120000.0,Hipoteca,2.0,0,Pessoal,F,10000.0,20.99,0
9696,30.0,132000.0,Aluguel,14.0,0,Melhora do lar,B,21500.0,10.62,0
9697,29.0,145000.0,Aluguel,0.0,1,Educativo,C,6000.0,13.8,0
9698,25.0,75000.0,Hipoteca,5.0,0,Médico,A,1500.0,6.54,0
9699,26.0,31200.0,Aluguel,4.0,0,Pessoal,C,8325.0,13.49,0
9700,22.0,67807.0,Hipoteca,6.0,0,Empreendimento,A,6400.0,7.14,0
9701,22.0,34359.0,Aluguel,6.0,0,Educativo,A,7475.0,9.63,0
9702,27.0,80400.0,Aluguel,11.0,0,Educativo,B,10400.0,11.86,0
9703,22.0,44307.0,Aluguel,6.0,0,Melhora do lar,B,10000.0,11.36,1
9704,24.0,27311.0,Aluguel,1.0,1,Médico,C,6250.0,12.87,0
9705,46.0,82000.0,Aluguel,2.0,0,Educativo,B,16000.0,10.99,0
9706,30.0,50000.0,Aluguel,6.0,0,Empreendimento,B,4600.0,11.49,0
9707,23.0,48672.0,Aluguel,6.0,0,Educativo,A,12000.0,7.42,0
9708,27.0,42000.0,Hipoteca,0.0,1,Pessoal,C,8000.0,13.61,0
9709,35.0,54396.0,Aluguel,4.0,1,Médico,C,5000.0,11.34,0
9710,22.0,60000.0,Hipoteca,7.0,0,Educativo,B,12000.0,10.0,0
9711,24.0,30000.0,Aluguel,0.0,0,Empreendimento,B,6000.0,12.42,0
9712,27.0,83200.0,Aluguel,11.0,1,Educativo,D,9000.0,15.31,0
9713,25.0,71604.0,Aluguel,0.0,0,Educativo,B,7200.0,10.95,0
9714,28.0,64000.0,Outro,11.0,0,Pessoal,A,15000.0,9.63,1
9715,27.0,88970.0,Hipoteca,5.0,0,Pagamento de débitos,B,20000.0,11.99,1
9716,22.0,50000.0,Aluguel,7.0,0,Médico,B,4250.0,12.69,0
9717,25.0,75996.0,Hipoteca,9.0,0,Pagamento de débitos,B,10000.0,11.99,0
9718,28.0,72000.0,Hipoteca,9.0,0,Pessoal,B,18000.0,11.89,0
9719,24.0,88000.0,Hipoteca,0.0,1,Melhora do lar,C,6400.0,11.66,1
9720,21.0,27000.0,Aluguel,5.0,0,Empreendimento,A,5000.0,5.42,0
9721,40.0,95000.0,Própria,12.0,0,Melhora do lar,B,5000.0,10.65,0
9722,28.0,60996.0,Hipoteca,11.0,0,Pessoal,E,24250.0,16.4,0
9723,25.0,69000.0,Hipoteca,9.0,1,Melhora do lar,C,15900.0,13.22,0
9724,32.0,135000.0,Hipoteca,10.0,0,Pessoal,B,10000.0,10.99,0
9725,26.0,38100.0,Hipoteca,6.0,0,Empreendimento,A,3900.0,7.9,0
9726,24.0,69996.0,Aluguel,3.0,0,Melhora do lar,B,2500.0,12.53,0
9727,33.0,80000.0,Aluguel,10.0,0,Pagamento de débitos,A,6000.0,8.49,0
9728,31.0,69000.0,Hipoteca,15.0,0,Educativo,A,4050.0,7.51,1
9729,23.0,86000.0,Aluguel,6.0,0,Educativo,B,13000.0,10.62,0
9730,26.0,54000.0,Aluguel,1.0,1,Melhora do lar,C,1500.0,13.98,0
9731,38.0,39500.0,Aluguel,4.0,0,Médico,C,5000.0,13.22,0
9732,27.0,65000.0,Hipoteca,11.0,0,Pessoal,A,3000.0,7.51,0
9733,28.0,35000.0,Aluguel,4.0,1,Pessoal,D,10000.0,16.77,0
9734,31.0,64000.0,Aluguel,9.0,1,Pessoal,C,8000.0,14.22,0
9735,21.0,74000.0,Hipoteca,0.0,0,Pagamento de débitos,B,15000.0,11.99,0
9736,26.0,216000.0,Hipoteca,10.0,1,Educativo,C,20000.0,14.22,0
9737,23.0,71000.0,Aluguel,7.0,0,Pessoal,A,11300.0,7.49,0
9738,26.0,175000.0,Aluguel,2.0,0,Empreendimento,B,17000.0,9.88,0
9739,26.0,36000.0,Hipoteca,10.0,0,Pessoal,B,18000.0,10.39,0
9740,54.0,22880.0,Aluguel,6.0,0,Médico,B,7500.0,11.89,1
9741,33.0,51500.0,Aluguel,2.0,0,Médico,D,15000.0,14.42,1
9742,24.0,32000.0,Aluguel,0.0,1,Médico,C,12500.0,12.87,1
9743,30.0,67642.0,Hipoteca,5.0,0,Pessoal,B,17000.0,11.58,0
9744,31.0,16800.0,Aluguel,0.0,1,Melhora do lar,C,3000.0,14.26,1
9745,22.0,48000.0,Hipoteca,1.0,0,Pessoal,B,4000.0,9.63,0
9746,37.0,88296.0,Hipoteca,8.0,0,Melhora do lar,B,15000.0,10.14,0
9747,23.0,113000.0,Hipoteca,2.0,0,Empreendimento,A,22400.0,7.49,0
9748,30.0,75000.0,Hipoteca,12.0,0,Pessoal,A,8000.0,7.14,0
9749,33.0,65000.0,Aluguel,1.0,0,Médico,C,4000.0,12.87,0
9750,30.0,52800.0,Aluguel,4.0,0,Pessoal,B,2400.0,9.62,0
9751,43.0,60000.0,Hipoteca,3.0,0,Empreendimento,B,18000.0,10.99,0
9752,37.0,73000.0,Aluguel,21.0,0,Pagamento de débitos,D,14000.0,16.02,1
9753,27.0,35000.0,Aluguel,0.0,0,Educativo,A,12000.0,7.29,1
9754,29.0,53000.0,Hipoteca,13.0,0,Pagamento de débitos,C,10750.0,13.11,0
9755,28.0,50000.0,Aluguel,1.0,0,Educativo,C,15000.0,10.28,0
9756,25.0,38000.0,Aluguel,9.0,0,Médico,B,4800.0,11.71,0
9757,21.0,45996.0,Própria,5.0,0,Empreendimento,A,10000.0,5.79,0
9758,28.0,48000.0,Aluguel,7.0,0,Médico,C,4000.0,14.35,0
9759,26.0,60000.0,Hipoteca,8.0,0,Melhora do lar,B,12000.0,10.65,0
9760,21.0,28800.0,Aluguel,5.0,0,Pagamento de débitos,B,8000.0,9.88,0
9761,32.0,44500.0,Própria,3.0,0,Melhora do lar,A,15000.0,7.51,0
9762,22.0,44004.0,Aluguel,2.0,0,Educativo,A,5000.0,8.9,0
9763,24.0,68000.0,Aluguel,5.0,1,Pessoal,D,25000.0,14.09,1
9764,23.0,35000.0,Aluguel,0.0,0,Pagamento de débitos,A,2500.0,7.51,0
9765,22.0,24996.0,Aluguel,6.0,0,Pagamento de débitos,B,7000.0,11.86,0
9766,34.0,68340.0,Hipoteca,9.0,0,Melhora do lar,B,25000.0,10.99,0
9767,29.0,215000.0,Aluguel,2.0,0,Médico,B,8000.0,10.71,0
9768,25.0,69900.0,Hipoteca,9.0,0,Empreendimento,A,5050.0,5.42,0
9769,23.0,45000.0,Hipoteca,4.0,0,Pagamento de débitos,B,10000.0,11.71,0
9770,27.0,107000.0,Hipoteca,4.0,0,Educativo,A,11500.0,8.38,0
9771,38.0,36000.0,Aluguel,10.0,0,Médico,B,9000.0,11.83,0
9772,33.0,18000.0,Aluguel,1.0,0,Melhora do lar,B,1600.0,9.88,1
9773,24.0,75000.0,Hipoteca,2.0,0,Empreendimento,B,10000.0,11.26,0
9774,26.0,65000.0,Hipoteca,2.0,0,Melhora do lar,A,10000.0,6.62,0
9775,24.0,112000.0,Hipoteca,8.0,0,Pessoal,B,20400.0,11.71,0
9776,27.0,130000.0,Hipoteca,12.0,0,Pessoal,A,5000.0,8.63,0
9777,23.0,65000.0,Aluguel,0.0,0,Empreendimento,B,7000.0,10.71,0
9778,22.0,90000.0,Aluguel,5.0,0,Médico,B,15000.0,11.49,0
9779,21.0,30000.0,Aluguel,2.0,0,Empreendimento,B,7000.0,10.99,0
9780,28.0,37000.0,Aluguel,3.0,0,Pagamento de débitos,A,7000.0,9.32,0
9781,27.0,55000.0,Hipoteca,1.0,0,Pagamento de débitos,A,9000.0,7.51,0
9782,27.0,65000.0,Própria,8.0,0,Médico,A,5000.0,7.88,0
9783,23.0,38000.0,Aluguel,5.0,0,Pessoal,B,8000.0,10.65,0
9784,23.0,52000.0,Aluguel,7.0,0,Empreendimento,C,15000.0,14.26,0
9785,39.0,47471.0,Hipoteca,5.0,0,Pagamento de débitos,A,5000.0,7.51,0
9786,33.0,26688.0,Hipoteca,6.0,0,Educativo,B,5000.0,10.59,0
9787,34.0,32000.0,Aluguel,0.0,0,Melhora do lar,D,6400.0,15.62,1
9788,25.0,115000.0,Aluguel,2.0,0,Melhora do lar,A,9000.0,7.51,0
