id_pessoa,id_bc,id_emprestimo,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,tempo_primeira_solicitacao_credito_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia,porcentagem_salario_emprestimo
vz2axYrp-hUL3,J2UYQuyr-Mdfi,GEFAemda-EcRI,27.0,91000.0,Hipoteca,2.0,N,8.0,Melhora do lar,A,3000.0,5.99,0.0,0.03
5PaBNNe2-lwyh,N4pBGFiG-1Ux4,FYK25hBX-zqhA,23.0,18000.0,Própria,3.0,N,2.0,Educativo,A,4000.0,5.99,1.0,0.22
1tpgNfNh-h6oo,yELKcTD7-XpU4,MI4LEpPh-6MXs,26.0,56000.0,Hipoteca,10.0,N,2.0,Educativo,C,15000.0,14.35,0.0,0.27
g5nFpiUW-I7ia,rUgHJMcD-PsOX,lnZWQ63P-b6Nz,38.0,120000.0,Aluguel,3.0,S,12.0,Pagamento de débitos,C,10000.0,10.28,0.0,0.08
xzmzUITs-JhYG,YwP6EZjU-DU64,bnhZIqbH-gK7k,23.0,93000.0,Hipoteca,5.0,N,4.0,Pagamento de débitos,A,2000.0,7.9,0.0,0.02
DBgFR3Rd-N6Ju,W6isxRsO-le03,qldQlYS0-uW2B,24.0,38000.0,Aluguel,2.0,S,3.0,Pessoal,C,12000.0,13.23,1.0,0.32
4yB5cfBI-ZXqr,vHqyJ3Rn-WfOk,OTd7fjhh-90Hy,30.0,30000.0,Hipoteca,1.0,S,6.0,Educativo,C,12000.0,10.59,0.0,0.4
jskgq3DO-6n6Z,MpohdM2o-ymKR,ExhaPCfX-7A2T,27.0,60000.0,Hipoteca,3.0,N,6.0,Pessoal,E,5000.0,16.45,0.0,0.08
rL9eiWhm-DWug,D4Qb9Sf2-0TFd,xhjhrQnO-xcAt,33.0,70000.0,Aluguel,10.0,N,5.0,Pagamento de débitos,A,9500.0,,0.0,0.14
FrxDwQDT-0ArB,UwTYiKk0-CZ9Z,R3JtRDiA-cz8w,40.0,68000.0,Aluguel,12.0,N,16.0,Empreendimento,A,7000.0,7.51,0.0,0.1
wy5Im7Jg-Xo6A,Pt5yBrM8-Ce52,n5h2RFXT-gqSJ,23.0,130000.0,Hipoteca,7.0,N,4.0,Educativo,A,5000.0,5.79,0.0,0.04
F6vSNnML-MGtA,1TSC9cKr-MtSO,Dicri7eQ-lZKg,34.0,130000.0,Hipoteca,5.0,N,7.0,Melhora do lar,E,5000.0,17.56,0.0,0.04
ktukGjWi-NWD8,htXgOhRY-0SS8,170BOGw1-gtFZ,32.0,72000.0,Aluguel,5.0,N,10.0,Empreendimento,A,6000.0,8.49,0.0,0.08
wfCUAINR-z1cl,pqjSDKFy-K4o6,tRsb7klL-MURE,35.0,83000.0,Aluguel,19.0,N,10.0,Pessoal,B,11200.0,10.65,0.0,0.13
kHLPG5xD-jq22,rePGTwNX-O1Rg,vzKsyvmw-kgGE,36.0,72000.0,Hipoteca,8.0,N,13.0,Médico,A,3500.0,6.99,0.0,0.05
ymSGKuLo-npXa,LNBpJLiH-T6y7,AJOf0BmG-18Af,25.0,60000.0,Hipoteca,5.0,S,4.0,Empreendimento,D,3000.0,14.59,0.0,0.05
LdKPzJP4-2F0g,nPeDnyk5-ID8r,B2hduLZN-1hCd,23.0,34000.0,Aluguel,4.0,N,4.0,Empreendimento,A,5000.0,7.88,0.0,0.15
ssKuBSzc-lQPU,Ah4MNqjM-UqLS,X5OdDOfq-pmi8,40.0,70000.0,Hipoteca,1.0,N,17.0,Empreendimento,A,11600.0,6.91,0.0,0.17
XO3gRuc2-NlPT,DDSU8tc1-aMPa,0jYQevCI-wGPg,23.0,48000.0,Hipoteca,2.0,N,4.0,Educativo,A,10000.0,9.32,0.0,0.21
1XH1IuiI-zoTQ,p62MbYvJ-j1fG,qsXUH27a-v6PZ,22.0,36000.0,Hipoteca,6.0,N,3.0,Educativo,A,12000.0,7.29,0.0,0.33
BoJa3L7s-LCbR,umq9b4DI-QyUG,Q1OqPuQ4-SIeW,23.0,120000.0,Aluguel,4.0,N,2.0,Médico,C,23750.0,13.47,0.0,0.2
bFxYzNEN-lssF,dtRZ1L1b-edWr,Wo6s5k5R-K3Hy,26.0,49680.0,Aluguel,1.0,S,3.0,Médico,C,5875.0,12.99,0.0,0.12
IBvQyly8-YFKf,D6ER9nTU-Dm4h,jap8t7Pi-1M1e,48.0,62000.0,Aluguel,10.0,N,12.0,Educativo,B,14000.0,12.69,0.0,0.23
guflAHIq-7ONI,izYTwGGx-0Y9S,NZaQoTs2-IBcL,55.0,78000.0,Hipoteca,2.0,N,29.0,Pagamento de débitos,D,8000.0,,1.0,0.1
s3eRe7EH-XFl0,L0RdZ06w-0Au0,zFEFLQzi-JEi1,24.0,75000.0,Hipoteca,7.0,S,4.0,Melhora do lar,C,12000.0,13.49,0.0,0.16
hmcb3KWf-gdHa,vn44i0Bg-xpaB,cEGe3zTH-BESf,26.0,69000.0,Hipoteca,10.0,N,4.0,Pessoal,C,5000.0,14.17,0.0,0.07
XppHhrwp-OF2e,3aPNw1qN-jYja,CGe0gk2c-aJMM,43.0,45000.0,Aluguel,5.0,N,12.0,Educativo,A,7000.0,5.42,0.0,0.16
bSs7Ua3N-5bOu,wDpqSWkw-scO1,q5QlyXNQ-vodM,26.0,75000.0,Hipoteca,4.0,N,3.0,Melhora do lar,A,12000.0,6.92,0.0,0.16
t1573Yof-QDkY,ZzpAS9zQ-DRXo,063rI5cT-0ang,31.0,77000.0,Aluguel,2.0,N,8.0,Pessoal,A,15000.0,8.38,0.0,0.19
98uM40lu-v3ly,TqwNwFic-cvQ0,S9MiSKGZ-g0Oz,28.0,60000.0,Aluguel,7.0,S,8.0,Educativo,C,9600.0,13.57,0.0,0.16
gi84DTt8-OCBP,oDCA53Ox-WxIS,A8jJr1iz-uL1Q,29.0,31200.0,Aluguel,0.0,S,6.0,Pessoal,C,3000.0,,0.0,0.1
EaPF5onK-vQtl,25yXxoFg-JOCI,YCBmruU1-eBIn,27.0,36000.0,Aluguel,0.0,S,7.0,Pessoal,D,7500.0,13.55,1.0,0.21
pUJbF8hi-761R,R1gLsv8P-rip7,7vTPXkUh-k5a3,28.0,40000.0,Hipoteca,6.0,N,8.0,Pessoal,A,10000.0,9.32,0.0,0.25
1C8awwE4-BqQ2,p0zsiByO-j3E4,uiZiABf6-DGIY,26.0,35500.0,Aluguel,10.0,N,4.0,Pagamento de débitos,D,8400.0,17.27,1.0,0.24
QAdXJLBc-BMFD,Xb9WfGI2-eYRG,1DL9p1RE-TN1p,31.0,35000.0,,6.0,N,2.0,Médico,C,19500.0,9.76,0.0,0.22
v66sCDaz-0UFC,YgDzyHmi-LneX,XlzS55yH-tX5r,25.0,20000.0,Aluguel,1.0,N,2.0,Médico,A,12000.0,8.07,1.0,0.6
MArY47f9-sEcq,YMMuyggS-ztrf,ZKv6aZja-nJOG,33.0,30000.0,Aluguel,2.0,N,5.0,Empreendimento,B,2400.0,9.91,0.0,0.08
qklxXoZ4-ThCd,9rkxn2PN-qMiU,GhTp4qyj-yr9F,23.0,48000.0,Hipoteca,7.0,N,4.0,Pagamento de débitos,B,10000.0,10.65,0.0,0.21
wwsd1SnF-4Hyp,0jtn3BJU-t998,tOm5cwjk-On4z,25.0,80004.0,Hipoteca,8.0,N,2.0,Pessoal,A,6000.0,8.0,1.0,0.07
Qlxd2JHS-SznC,jCsKD2jl-kWuQ,KbaYnLW6-dsLj,28.0,53376.0,Aluguel,5.0,N,5.0,Pessoal,A,10000.0,5.42,0.0,0.19
Rq3OdYFD-eukI,3J5Y0LOi-8yGK,ic5bpXTR-gDmy,29.0,31200.0,Aluguel,2.0,N,10.0,Pessoal,B,6000.0,11.46,1.0,0.19
gjxA7Gd6-Isjo,hM7afYKX-o92B,2Bg0QIAv-JY8z,22.0,32500.0,Aluguel,0.0,N,2.0,Médico,B,12000.0,11.49,1.0,0.37
xQ02h7Dz-7unh,rcitI4Xn-KtY6,hWgl3xCx-eUNG,41.0,36000.0,Hipoteca,5.0,N,12.0,Empreendimento,A,2500.0,7.9,0.0,0.07
BZrW763H-jlPZ,aCWgfPCy-HWxS,X87bFTpN-UMlx,23.0,47000.0,Aluguel,7.0,S,4.0,Pessoal,E,2400.0,13.75,0.0,0.05
ai2NFDWn-KEw7,L5QwXT2p-LW22,hpu948KZ-giP9,44.0,80000.0,Aluguel,6.0,N,11.0,Pessoal,C,6400.0,13.16,0.0,0.08
uFheUEQt-hoec,bSQ68ZOE-Sve9,FcCtOQ0X-XM8h,21.0,17000.0,Aluguel,0.0,N,2.0,Pagamento de débitos,E,1500.0,18.64,1.0,0.09
avvaHmHP-eUm1,E1ox1ND2-IZ9f,eSxBbm3r-TYUp,23.0,72000.0,Hipoteca,7.0,N,2.0,Empreendimento,B,2400.0,12.69,0.0,0.03
3nB7UFWH-37dT,Q0cPZlK4-UOCW,GE3ndHq1-FiNN,29.0,135000.0,Hipoteca,14.0,N,10.0,Médico,A,24000.0,5.99,0.0,0.18
HUEhqqo0-c35p,BxnLoT27-LNFa,9kcJ1FOk-5u3f,33.0,40000.0,Hipoteca,3.0,N,5.0,Educativo,C,9000.0,13.16,0.0,0.23
zCdM74Pg-wS2U,RNQnTqpr-qYSX,N5uz5gn2-LLr5,23.0,51840.0,Aluguel,1.0,S,3.0,Pagamento de débitos,D,12000.0,15.95,1.0,0.23
zKgrT1aS-sD9F,4KP4y6jh-GQm8,fOffGXYC-irng,27.0,30000.0,Aluguel,5.0,N,10.0,Pessoal,B,4975.0,10.37,0.0,0.17
a63Ghg3I-zQ2Z,WSDSeQ2u-TrFh,O1Fl1Sxr-xns0,23.0,39800.0,Hipoteca,5.0,N,3.0,Médico,B,9750.0,10.99,0.0,0.24
ROyWRPmt-A6Zv,ikIO0M40-6ud7,DBZs72GW-jpde,37.0,780000.0,Aluguel,9.0,N,13.0,Empreendimento,B,7500.0,12.18,0.0,0.01
NTHNjXB4-CmWK,aRpCYshn-Ijvd,9O7Dxx2s-UWP6,25.0,54000.0,Aluguel,1.0,N,3.0,Pagamento de débitos,F,7000.0,20.89,1.0,0.13
uvBh7v09-t29W,vhvnM0aQ-xohB,aPM8XGki-hWKH,32.0,31000.0,Hipoteca,5.0,N,8.0,Pagamento de débitos,B,13000.0,,1.0,0.42
2jFtUFOK-4nft,l0ZKmQv6-1H9v,2wNFxXYi-tvET,31.0,41303.0,Aluguel,4.0,N,10.0,Pessoal,B,9900.0,11.89,0.0,0.24
k7O03fn8-O6li,1y1Hpm5E-vtvb,JlalBZpo-9qmr,22.0,60000.0,Aluguel,2.0,S,4.0,Médico,C,16800.0,14.65,0.0,0.28
z46BGIJi-EU4H,ASpD2j9L-C0Ee,SonzHPMJ-HpxS,21.0,57500.0,Hipoteca,6.0,N,2.0,Empreendimento,A,18400.0,,1.0,0.32
cJrbyUu4-fbTJ,7fHWeGqO-Pm6Z,GwuEAhBB-9qai,26.0,115000.0,Hipoteca,5.0,N,2.0,Empreendimento,B,6000.0,10.75,0.0,0.05
8gP5gMsK-TKW2,TcJNjwkL-huCA,nrSmbo5x-e4of,22.0,48.0,Aluguel,1.0,,2.0,Educativo,B,1200.0,9.96,0.0,0.04
Fb3YFysc-EmaS,ATQL91XF-0BUE,BdYy2Hil-1RFw,27.0,36082.0,Hipoteca,5.0,N,9.0,Educativo,A,5000.0,6.62,1.0,0.14
k4jD1eoX-rzcK,n8LfOjL5-xC0m,U0JEFBiu-8fUZ,39.0,55059.0,Aluguel,16.0,N,15.0,Pagamento de débitos,B,24000.0,12.53,1.0,0.44
XRGm3xFB-jfLh,xqrCUZOz-3Q5O,jh3UFgWu-4Zfg,32.0,45000.0,Aluguel,3.0,S,8.0,Educativo,C,3000.0,12.61,0.0,0.07
vSb1qIGT-eMIz,TGMrNHfT-Y5kS,eSvEOlmN-UvgA,28.0,52000.0,Aluguel,0.0,S,8.0,Médico,C,5600.0,13.85,0.0,0.11
l4XU9TNu-9L9L,FnxujWhW-xZrS,RFhyUT2b-Kx7e,38.0,81000.0,Própria,4.0,N,11.0,Educativo,B,7000.0,9.99,0.0,0.09
x7Xic669-4JNf,8eDiMSro-Yg7q,QHGbUXYy-b7ku,32.0,155004.0,Hipoteca,9.0,N,8.0,Empreendimento,A,15000.0,8.49,0.0,0.1
d14eMG2B-2NJP,IXK3KQ4L-6Of6,L2URkXSC-g7TI,25.0,54000.0,Aluguel,3.0,N,3.0,Pagamento de débitos,D,7000.0,15.62,1.0,0.13
eR7icaDD-RyuY,oj2jbMOk-8PFL,iXvvIUpx-jSju,29.0,63000.0,Aluguel,13.0,N,8.0,Médico,A,10000.0,7.49,0.0,0.16
xgYGgXME-ccoj,uSdjNTQU-lFWr,bnme1quH-8dF0,42.0,150000.0,Hipoteca,0.0,N,12.0,Melhora do lar,A,16000.0,8.49,0.0,0.11
uSCy6Sbs-B57o,KMXtfeYi-vN7H,lZTLHtvN-gs0K,22.0,33000.0,Aluguel,3.0,N,4.0,Médico,A,4800.0,7.49,0.0,0.15
cYhhCETv-9ajd,2qkcKHUy-nWHm,b3Rky2fe-WGo4,24.0,40000.0,Aluguel,5.0,N,3.0,Pessoal,A,10000.0,7.88,0.0,0.25
e5UNL8e7-vOdp,s4RMls1h-W93d,N8iN7SpB-fUt2,21.0,2640.0,,2.0,S,10.0,Médico,B,12000.0,14.74,0.0,0.22
v48iLD6b-KvZD,tr5Is1zR-hCiY,tzCiXZBy-sJPU,24.0,13200.0,Aluguel,1.0,,2.0,Melhora do lar,A,24000.0,10.62,0.0,0.55
cYA0HAA6-7ICW,Nw2h3eLA-xOHm,2SBHkKr5-A8Q5,23.0,74000.0,Hipoteca,0.0,N,2.0,Pagamento de débitos,B,17500.0,,0.0,0.24
xcm2TvhY-hGWG,NTASXyXd-mOuj,Jocjt99b-LFvI,27.0,31200.0,Aluguel,2.0,N,6.0,Pessoal,B,3000.0,10.99,0.0,0.1
AA892SXk-DNfC,KmGjMr30-oPg1,zqfQGKr5-SWAY,22.0,110000.0,Hipoteca,7.0,N,2.0,Educativo,C,20000.0,12.41,0.0,0.18
oq9Etn4W-zqSd,veJC2Gel-k9XM,lFXGejSN-waWj,24.0,21948.0,Hipoteca,2.0,N,2.0,Empreendimento,D,4000.0,,0.0,0.18
XcZGsZTq-erIQ,jCmz8hjX-81wM,k0vQvFZC-yzB7,26.0,54996.0,Aluguel,0.0,N,4.0,Pessoal,A,4000.0,7.51,0.0,0.07
bssK04IW-FaJI,B4Ld0JU6-3Uix,lM4aWoIa-Rk4k,25.0,77000.0,Aluguel,2.0,N,4.0,Pagamento de débitos,A,3500.0,7.9,0.0,0.05
Tx36m9Ff-r01s,pDfW0m4I-Mzs4,sXt84tOh-tU1v,43.0,46000.0,Aluguel,3.0,N,14.0,Educativo,B,5000.0,10.38,1.0,0.11
mBSCKQG7-0367,b5Ec3pNz-fYpl,vsm8jyTg-wQpg,25.0,59000.0,Hipoteca,9.0,N,2.0,Pagamento de débitos,A,5000.0,6.03,1.0,0.08
pWn8ElS8-XkBM,GF0y1JQB-fcRN,CMAyWYxB-3uBQ,24.0,106000.0,Hipoteca,8.0,N,2.0,Pagamento de débitos,A,4575.0,7.51,0.0,0.04
FsxycjRK-Ttal,vA3K23iK-sqGk,pkrOZ29B-URYe,25.0,62000.0,Aluguel,9.0,N,2.0,Pagamento de débitos,A,5000.0,,0.0,0.08
K3d2skYp-L2zE,fwD47I5S-rYEk,via7ZS8G-ONOQ,26.0,46464.0,Hipoteca,1.0,N,3.0,Empreendimento,B,15000.0,12.21,0.0,0.32
zHd431Bz-R3cY,kuIWfAG8-m1OG,2woGcSgM-ztG7,26.0,100800.0,Hipoteca,7.0,N,3.0,Educativo,B,8000.0,11.99,0.0,0.08
RQxDXlaG-wPsD,7LT0a7vw-5Kqq,drPGMCYw-titw,,1000.0,Aluguel,3.0,N,3.0,Médico,D,10000.0,10.65,0.0,0.1
lhkb4SOw-Bqp2,9IxSsNaa-2Ayl,T8aUctiF-X2YN,30.0,100000.0,Aluguel,1.0,N,6.0,Pessoal,B,1000.0,11.71,0.0,0.01
DFDgMJ0c-a355,1PK5ixHn-fgZd,8eNDL24j-HfFw,23.0,75000.0,Aluguel,3.0,N,4.0,Pessoal,B,10000.0,11.86,0.0,0.13
nMY3Biwz-ONOv,BSGMnMKz-DmSv,x9aFDAvM-ATxX,23.0,31577.0,Própria,6.0,N,4.0,Educativo,A,2500.0,6.92,0.0,0.08
yhmvaLpz-IF3q,Nhs0GpDz-afLe,FmiiuHK9-3USz,41.0,444000.0,Hipoteca,4.0,N,11.0,Educativo,D,2500.0,15.31,0.0,0.01
6zkHftmI-CGUW,UZAnZkIF-YZ3f,oLExbHyg-3Y8i,26.0,60000.0,Aluguel,0.0,N,2.0,Empreendimento,B,7200.0,11.14,0.0,0.12
owTreq10-y782,g4ryrN6T-lWR6,H9RXOUe1-nuHm,21.0,140000.0,Hipoteca,2.0,N,4.0,Educativo,A,18000.0,7.9,0.0,0.13
44HkrR3v-PUCy,2KkHEy5G-6wT5,MwB6qIiU-kvFG,48.0,185000.0,Hipoteca,2.0,N,14.0,Empreendimento,F,10000.0,20.62,0.0,0.05
j62ou2Sk-YqCI,BnonsNJa-qaN4,owZn7mKy-MzUU,25.0,52526.0,Aluguel,9.0,N,2.0,Empreendimento,B,18000.0,12.21,1.0,0.34
lmTdxwgR-OACy,zncn4fTU-XioX,zbqpJT6W-78th,27.0,70000.0,Aluguel,7.0,N,6.0,Médico,A,15000.0,5.79,0.0,0.21
NzscUOAs-ETpl,C3iYNLuW-lXW0,BEPBuqiO-P8QN,25.0,51600.0,Própria,2.0,N,4.0,Empreendimento,D,6000.0,,0.0,0.12
CpTpLAx5-ZLlU,F7IC2mFH-giqG,4b5bGQNM-9lIY,23.0,68000.0,Hipoteca,3.0,N,3.0,Empreendimento,B,9750.0,10.37,0.0,0.14
5pipQdEl-eiLn,CIOXqJH2-zgkO,lml3YDWF-QGBo,22.0,50000.0,Própria,6.0,N,2.0,Educativo,B,1000.0,9.91,0.0,0.02
TnfCuL66-PLlk,FagcvXNG-TR5D,DBMz2h92-E0tP,22.0,30000.0,Aluguel,6.0,N,4.0,Empreendimento,A,14000.0,6.99,1.0,0.47
RSwC3hD0-8HXX,FMvcpGYN-whLI,34TOBbkj-fqYz,32.0,66996.0,Hipoteca,6.0,N,9.0,Médico,A,8000.0,,0.0,0.12
0RlC4sAJ-Ugov,f0Saua8D-0eZd,duBYJMMe-k0jW,22.0,82000.0,Hipoteca,6.0,S,2.0,Pagamento de débitos,C,10000.0,12.87,0.0,0.12
EdxQFxSR-JLDl,xwEFId5T-pYWU,n4alasuT-fSEw,22.0,66000.0,Aluguel,6.0,S,4.0,Melhora do lar,C,8000.0,14.65,1.0,0.12
ZJEWiFn9-XYQo,EFXvJAM5-vEE2,nm93Ews4-D3kO,43.0,29004.0,Própria,3.0,N,11.0,Médico,A,5000.0,7.88,0.0,0.17
5ybs488r-Cgb0,Njbaf1Tt-MzQc,4mj3rhu3-HdTb,25.0,53000.0,Aluguel,6.0,N,4.0,Pagamento de débitos,C,3000.0,13.99,0.0,0.06
5U6Oi9g2-nrHI,LfFGICtB-HxYZ,1JHFeND5-UH4P,29.0,20000.0,Própria,1.0,N,7.0,Educativo,A,5000.0,5.79,0.0,0.25
UiSIBMf8-ngiF,MK2hKH3Y-tfKK,a9vKnMQ1-dEk0,29.0,59354.0,Hipoteca,5.0,S,10.0,Médico,D,9600.0,13.67,1.0,0.14
TUGyANZS-Ngdg,94n3W20N-3QRi,N9qdkN45-uJeO,22.0,26000.0,Hipoteca,2.0,N,2.0,Educativo,A,2000.0,7.4,0.0,0.08
gE04YzUm-KDbH,IgMUCgPi-AaxP,Bn8reLsm-YSe0,38.0,77250.0,Própria,4.0,N,15.0,Empreendimento,A,3000.0,8.59,0.0,0.04
pxqg7c8p-DldM,4Rj6DDCI-uQL8,kEbYMmBs-hKcu,23.0,48000.0,Aluguel,7.0,S,3.0,Pessoal,C,7200.0,14.27,0.0,0.15
CxXmmwYd-dh2k,K0bvWEkX-Fos8,GSpBYKyv-NXcs,25.0,35000.0,Hipoteca,1.0,N,4.0,Melhora do lar,D,5400.0,12.17,0.0,0.15
yWz093e1-pXdr,JuKp7bWn-CAro,AYSAb4Rv-miO2,25.0,25716.0,Aluguel,1.0,N,2.0,Médico,A,9250.0,6.54,1.0,0.36
ix7gYYSW-uwl0,EtwtROhh-gNZh,lm1jbUXZ-PxRg,24.0,30852.0,Aluguel,4.0,N,4.0,Médico,A,11200.0,5.79,1.0,0.36
WBZNAnmx-fcKg,y0uc8bNI-QQEo,98bLt4jM-IEKG,31.0,110000.0,Hipoteca,2.0,N,6.0,Médico,A,6000.0,7.4,0.0,0.05
1inXQzoZ-UbMA,iYLIzon6-PDkw,gBQmYbHc-c49b,27.0,58800.0,Hipoteca,0.0,S,9.0,Educativo,C,9800.0,13.22,0.0,0.17
4xt5ikE7-YCt6,0CBwvmRM-pdUe,APDYSFwg-Zq4b,24.0,54000.0,Hipoteca,9.0,N,2.0,Médico,A,10000.0,9.63,1.0,0.19
wUmmtGeg-GYsU,CXUQTYeg-0Nx1,xbZuH4WN-ANZM,33.0,75000.0,Hipoteca,6.0,N,8.0,Médico,A,6000.0,7.51,0.0,0.08
9J0qeiUJ-B4z6,pSLSkrfk-92SP,cDnzuXfp-Nc97,35.0,75000.0,Aluguel,13.0,S,8.0,Empreendimento,F,15175.0,21.74,0.0,0.2
xg3CWvvr-BfXQ,vwMEZb1U-fZyf,vp8nragI-wMjO,31.0,125004.0,Aluguel,13.0,N,8.0,Empreendimento,B,24000.0,9.25,0.0,0.19
2866yGKu-fGol,a0uYOXhQ-d0DM,QSSLtqUB-Zlff,31.0,54050.0,Aluguel,8.0,N,9.0,Pessoal,B,12000.0,10.99,0.0,0.22
t6tnQJES-0kLW,FmDHvGsx-R6z6,48589fGO-5TvS,36.0,60000.0,Hipoteca,2.0,N,15.0,Educativo,C,8000.0,13.92,0.0,0.13
Lo2KNpyf-GuPK,eB9sPIuw-SR7b,K4KylNHK-hcik,25.0,37315.0,Aluguel,1.0,N,4.0,Pagamento de débitos,A,2000.0,6.39,0.0,0.05
chBJEv8z-9fsa,4YRiWkGP-NO9W,98903EO5-JDfC,26.0,41004.0,,2.0,N,4.0,Médico,B,9841.0,12.42,0.0,0.24
RcIE4Ujy-4xb8,Gw877ic5-Qy2a,Og89BSw2-KI4c,23.0,50000.0,Aluguel,4.0,N,3.0,Empreendimento,D,4000.0,14.96,0.0,0.08
pwnyIFOI-24G4,9sjozDg2-PFjz,MmI2jDwk-ZjBv,43.0,50000.0,Hipoteca,12.0,N,16.0,Melhora do lar,B,5000.0,10.0,0.0,0.1
TNw2qik8-qpb2,b20XuzW4-xJLN,CgLlu4ca-w3BJ,22.0,68000.0,Hipoteca,6.0,N,4.0,Médico,A,3500.0,6.39,0.0,0.05
qbwxrH9W-N4Qb,lDhm8dsa-Mgx1,zJRCvoAB-da5l,34.0,28704.0,Aluguel,0.0,N,10.0,Médico,A,7000.0,9.32,0.0,0.24
Aad7RJtK-T7AN,6DiRof0P-gsYb,AXs21ebK-85XU,33.0,51888.0,Hipoteca,13.0,N,10.0,Pessoal,C,7000.0,13.98,0.0,0.13
MFTkpMXb-6LOP,cusuUc7g-4TLN,MHxzFpgX-n8ss,29.0,180000.0,Hipoteca,13.0,S,5.0,Pagamento de débitos,C,12000.0,12.99,0.0,0.07
w0vtaZ0N-M9BM,CeJY6joH-rwfN,2nIHWaHU-GLTG,22.0,78000.0,Hipoteca,6.0,N,3.0,Educativo,B,18000.0,10.99,0.0,0.23
QPZKEm1T-ejZY,KahB35Wk-1K8m,IsrImtLG-XuK2,54.0,97800.0,Hipoteca,11.0,N,4.0,,C,3200.0,13.11,1.0,0.13
Pix8Bo64-Gbmq,bysL51yg-6kmD,OTUoi1ew-9jJM,25.0,62496.0,Hipoteca,1.0,N,2.0,Melhora do lar,A,8000.0,7.51,0.0,0.13
yln6RylN-ZwwL,bIeDcHr3-T1fk,m4JE5Tem-Aosz,32.0,82000.0,Hipoteca,13.0,N,9.0,Pessoal,B,10000.0,10.36,0.0,0.12
LyyWGXlx-ZxQ5,8MQSjPxr-Ec1o,oY7XlooI-9RIx,35.0,61000.0,Hipoteca,0.0,N,7.0,Pagamento de débitos,A,6000.0,6.54,0.0,0.1
4oKB9cXp-7QkF,DdGdo2TP-pBbu,D7u04XFg-RnwL,34.0,46500.0,Hipoteca,18.0,N,9.0,Educativo,D,8500.0,,0.0,0.18
94EvpTMw-mwxq,k5FfpUhn-T5UY,d6fPxy5B-6wwD,27.0,28968.0,Aluguel,1.0,S,5.0,Pessoal,C,5000.0,13.16,0.0,0.17
mh1z9eYk-2HNE,KRaurjsM-HmGJ,pGfD51ip-hjiM,34.0,48000.0,Hipoteca,3.0,N,7.0,Pessoal,A,7500.0,6.62,0.0,0.16
48vUpK2L-LahS,OnduWwGD-s2ck,r7mLyrYS-HCNP,24.0,46540.0,Aluguel,5.0,S,2.0,Empreendimento,D,13000.0,,0.0,0.28
TalSk98N-o22N,mLU7hBbL-qGl0,b0T4gDYa-Gsqe,24.0,49000.0,Aluguel,4.0,N,3.0,Médico,B,5000.0,10.65,0.0,0.1
Srw15mTx-hW2d,XRUyb2Tm-AeTo,P675MDlu-wxmT,25.0,44400.0,Hipoteca,9.0,N,4.0,Empreendimento,C,6000.0,12.99,1.0,0.14
mKZJhTCp-0gbw,U7yrfohE-kyUT,kU7sO4Cb-1TXb,26.0,99000.0,Hipoteca,10.0,N,2.0,Empreendimento,B,5000.0,11.49,0.0,0.05
vgpjF0gS-Zca8,z6wJu2In-0HaX,o84xlUq3-5XTW,23.0,100080.0,Hipoteca,7.0,N,4.0,Pessoal,B,20600.0,12.53,0.0,0.21
NXsWuXvS-t43a,dEHsDK7n-xpTw,dCL9L6Is-dAXW,34.0,63504.0,Aluguel,0.0,N,10.0,Médico,B,3500.0,10.0,0.0,0.06
1PsWhaFL-4oyT,5KnowQzb-u1fG,iEfSkXI9-I8Xn,26.0,64700.0,Hipoteca,5.0,S,2.0,Melhora do lar,C,17500.0,,0.0,0.27
kEfRDq5C-gvpp,UFtJcXus-U95r,RpgOzows-aBup,22.0,58896.0,Hipoteca,6.0,N,3.0,Pessoal,A,9500.0,6.76,0.0,0.16
tTrG996g-yIA9,MyJcdiUu-QkH4,RoqLKyQX-hqjH,23.0,22000.0,Aluguel,3.0,N,2.0,Educativo,C,9600.0,13.16,1.0,0.44
ShXfn4lY-Hypn,hTn3N3uu-bmWu,XU5v1umn-HIrA,26.0,45000.0,Hipoteca,1.0,N,2.0,Pagamento de débitos,A,1500.0,7.05,0.0,0.03
zYntcIcw-Szla,PNbelwT3-MNRj,oy1zASvo-Fq9c,27.0,29000.0,Aluguel,4.0,N,6.0,Pessoal,A,9750.0,7.51,1.0,0.34
kIkCCTNo-Z3bc,ufXOl8G5-mySY,us4wl142-xPka,23.0,30000.0,Aluguel,0.0,N,4.0,Pagamento de débitos,B,5000.0,11.86,0.0,0.17
nsA8mQsQ-a08N,Di9L7acC-6ftE,dG6WN4pG-siAB,25.0,70200.0,Aluguel,9.0,N,2.0,Educativo,E,18000.0,16.45,0.0,0.26
us8hsCPo-iBu2,p1y8WRQd-aTwM,sxWw2ft1-hxIU,22.0,,Hipoteca,0.0,N,6.0,Pagamento de débitos,A,,7.66,0.0,0.21
KXnnJllQ-0Xzs,H2zw2xg7-cly0,PAkLQO6d-3tpN,30.0,54400.0,Hipoteca,3.0,N,7.0,Médico,A,23500.0,6.91,1.0,0.37
